date,open,high,low,close
2023-04-21,37118.0,37118.0,37115.0,37115.0
2023-04-24,37125.0,37166.0,37125.0,37166.0
2023-07-07,37309.0,37309.0,37051.0,37051.0
2023-07-13,37797.0,37797.0,37750.0,37750.0
2023-07-18,38193.0,38343.0,38193.0,38343.0
2023-07-19,38617.0,38692.0,38463.0,38463.0
2023-07-21,38799.0,38799.0,38627.0,38627.0
2023-07-25,39013.0,39022.0,38849.0,38849.0
2023-07-27,38602.0,38654.0,38602.0,38654.0
2023-07-28,38996.0,39015.0,38840.0,38840.0
2023-08-01,39158.0,39158.0,39027.0,39027.0
2023-08-02,38757.0,38757.0,38656.0,38656.0
2023-08-03,38644.0,38736.0,38560.0,38560.0
2023-08-09,38424.0,38424.0,38424.0,38424.0
2023-08-11,38562.0,38580.0,38562.0,38580.0
2023-08-15,38397.0,38402.0,38316.0,38316.0
2023-08-16,38311.0,38311.0,38104.0,38104.0
2023-08-23,37874.0,37874.0,37788.0,37788.0
2023-08-24,37650.0,37650.0,37377.0,37377.0
2023-08-25,37652.0,37725.0,37632.0,37632.0
2023-08-28,37844.0,37919.0,37844.0,37865.0
2023-08-29,38184.0,38184.0,38180.0,38180.0
2023-08-30,38209.0,38250.0,38209.0,38250.0
2023-08-31,38376.0,38393.0,38086.0,38086.0
2023-09-01,38314.0,38314.0,38189.0,38189.0
2023-09-05,38135.0,38140.0,38135.0,38140.0
2023-09-06,37803.0,37803.0,37618.0,37618.0
2023-09-07,37788.0,37788.0,37788.0,37788.0
2023-09-12,38013.0,38066.0,38013.0,38066.0
2023-09-13,38094.0,38096.0,37817.0,37862.0
2023-09-14,38115.0,38271.0,38105.0,38253.0
2023-09-15,38102.0,38102.0,37874.0,37874.0
2023-09-18,37985.0,38024.0,37844.0,37940.0
2023-09-19,37853.0,37872.0,37589.0,37811.0
2023-09-20,37893.0,38059.0,37704.0,37704.0
2023-09-21,37583.0,37616.0,37274.0,37274.0
2023-09-22,37220.0,37360.0,37203.0,37204.0
2023-09-25,37063.0,37217.0,36973.0,37217.0
2023-09-26,37005.0,37025.0,36745.0,36793.0
2023-09-27,36833.0,36849.0,36488.0,36695.0
2023-09-28,36742.0,36888.0,36663.0,36828.0
2023-09-29,36836.0,36836.0,36510.0,36649.0
2023-10-02,36493.0,36602.0,36296.0,36516.0
2023-10-03,36350.0,36454.0,35971.0,36014.0
2023-10-04,36070.0,36210.0,35926.0,36113.0
2023-10-05,36038.0,36199.0,35952.0,36135.0
2023-10-06,36021.0,36534.0,35856.0,36534.0
2023-10-09,36346.0,36678.0,36313.0,36669.0
2023-10-10,36730.0,36985.0,36730.0,36827.0
2023-10-11,36904.0,36904.0,36700.0,36876.0
2023-10-12,36849.0,36862.0,36516.0,36632.0
2023-10-13,36944.0,36984.0,36591.0,36642.0
2023-10-16,36959.0,37143.0,36948.0,37084.0
2023-10-17,36922.0,37209.0,36922.0,36999.0
2023-10-18,37033.0,37033.0,36629.0,36687.0
2023-10-19,36697.0,36859.0,36386.0,36398.0
2023-10-20,36410.0,36410.0,36049.0,36049.0
2023-10-23,35947.0,36134.0,35834.0,35886.0
2023-10-24,36086.0,36235.0,35934.0,36205.0
2023-10-25,36132.0,36220.0,35925.0,36025.0
2023-10-26,35993.0,36005.0,35669.0,35696.0
2023-10-27,35592.0,35607.0,35200.0,35246.0
2023-10-30,35565.0,35881.0,35517.0,35832.0
2023-10-31,35737.0,35947.0,35667.0,35894.0
2023-11-01,36004.0,36245.0,35962.0,36185.0
2023-11-02,36487.0,36796.0,36360.0,36796.0
2023-11-03,36962.0,37134.0,36912.0,37035.0
2023-11-06,37125.0,37136.0,36993.0,37048.0
2023-11-07,37006.0,37144.0,37006.0,37099.0
2023-11-08,37173.0,37215.0,36940.0,37054.0
2023-11-09,37076.0,37077.0,36812.0,36831.0
2023-11-10,36924.0,37242.0,36876.0,37231.0
2023-11-13,37230.0,37369.0,37221.0,37301.0
2023-11-14,37688.0,37940.0,37644.0,37873.0
2023-11-15,37928.0,38071.0,37912.0,37971.0
2023-11-16,37944.0,38049.0,37858.0,38009.0
2023-11-17,38010.0,38027.0,37913.0,37938.0
2023-11-20,37988.0,38278.0,37988.0,38195.0
2023-11-21,38102.0,38131.0,38068.0,38128.0
2023-11-22,38266.0,38359.0,38178.0,38316.0
2023-11-24,38367.0,38441.0,38367.0,38397.0
2023-11-27,38423.0,38439.0,38330.0,38375.0
2023-11-28,38386.0,38554.0,38362.0,38457.0
2023-11-29,38537.0,38661.0,38473.0,38596.0
2023-11-30,38711.0,39081.0,38687.0,39044.0
2023-12-01,39063.0,39416.0,39054.0,39403.0
2023-12-04,39189.0,39379.0,39189.0,39331.0
2023-12-05,39254.0,39309.0,39143.0,39254.0
2023-12-06,39359.0,39448.0,39153.0,39201.0
2023-12-07,39245.0,39296.0,39146.0,39228.0
2023-12-08,39227.0,39441.0,39186.0,39385.0
2023-12-11,39411.0,39572.0,39358.0,39563.0
2023-12-12,39616.0,39763.0,39507.0,39755.0
2023-12-13,39743.0,40339.0,39678.0,40288.0
2023-12-14,40387.0,40491.0,40222.0,40422.0
2023-12-15,40364.0,40554.0,40331.0,40483.0
2023-12-18,40535.0,40597.0,40462.0,40489.0
2023-12-19,40519.0,40778.0,40508.0,40750.0
2023-12-20,40667.0,40855.0,40187.0,40278.0
2023-12-21,40452.0,40590.0,40264.0,40538.0
2023-12-22,40523.0,40711.0,40417.0,40522.0
2023-12-26,40532.0,40801.0,40522.0,40752.0
2023-12-27,40687.0,40870.0,40647.0,40842.0
2023-12-28,40794.0,40938.0,40792.0,40872.0
2023-12-29,40847.0,40900.0,40671.0,40808.0
2024-01-02,40612.0,40917.0,40606.0,40841.0
2024-01-03,40676.0,40728.0,40481.0,40542.0
2024-01-04,40565.0,40826.0,40519.0,40577.0
2024-01-05,40516.0,40715.0,40382.0,40531.0
2024-01-08,40393.0,40784.0,40298.0,40730.0
2024-01-09,40538.0,40627.0,40420.0,40560.0
2024-01-10,40613.0,40825.0,40583.0,40779.0
2024-01-11,40832.0,40873.0,40441.0,40746.0
2024-01-12,40801.0,40876.0,40490.0,40571.0
2024-01-16,40512.0,40570.0,40184.0,40345.0
2024-01-17,40149.0,40368.0,40106.0,40258.0
2024-01-18,40191.0,40528.0,40093.0,40468.0
2024-01-19,40591.0,40985.0,40448.0,40896.0
2024-01-22,41014.0,41167.0,40947.0,41040.0
2024-01-23,40972.0,41026.0,40816.0,40952.0
2024-01-24,41065.0,41105.0,40789.0,40888.0
2024-01-25,40915.0,41078.0,40789.0,41010.0
2024-01-26,41005.0,41244.0,41000.0,41106.0
2024-01-29,41114.0,41377.0,41062.0,41310.0
2024-01-30,41298.0,41534.0,41262.0,41489.0
2024-01-31,41555.0,41616.0,41108.0,41157.0
2024-02-01,41116.0,41553.0,41070.0,41515.0
2024-02-02,41391.0,41801.0,41308.0,41635.0
2024-02-05,41599.0,41601.0,41175.0,41327.0
2024-02-06,41361.0,41523.0,41322.0,41471.0
2024-02-07,41632.0,41748.0,41551.0,41686.0
2024-02-08,41733.0,41753.0,41516.0,41703.0
2024-02-09,41689.0,41726.0,41535.0,41611.0
2024-02-12,41609.0,41930.0,41608.0,41776.0
2024-02-13,41450.0,41465.0,40944.0,41195.0
2024-02-14,41323.0,41408.0,41116.0,41380.0
2024-02-15,41425.0,41773.0,41395.0,41766.0
2024-02-16,41701.0,41819.0,41544.0,41548.0
2024-02-20,41513.0,41631.0,41408.0,41565.0
2024-02-21,41450.0,41647.0,41272.0,41526.0
2024-02-22,41801.0,42147.0,41748.0,42026.0
2024-02-23,42167.0,42286.0,42072.0,42080.0
2024-02-26,42117.0,42229.0,41992.0,42021.0
2024-02-27,41999.0,42007.0,41821.0,41917.0
2024-02-28,41729.0,41919.0,41690.0,41789.0
2024-02-29,42004.0,42049.0,41758.0,41934.0
2024-03-01,41908.0,42102.0,41801.0,42000.0
2024-03-04,41845.0,42051.0,41845.0,41906.0
2024-03-05,41797.0,41830.0,41356.0,41515.0
2024-03-06,41738.0,41811.0,41484.0,41610.0
2024-03-07,41782.0,41857.0,41649.0,41731.0
2024-03-08,41687.0,41926.0,41627.0,41678.0
2024-03-11,41533.0,41726.0,41379.0,41709.0
2024-03-12,41787.0,42040.0,41632.0,41970.0
2024-03-13,42056.0,42185.0,41889.0,42014.0
2024-03-14,42095.0,42121.0,41604.0,41829.0
2024-03-15,41687.0,41848.0,41511.0,41622.0
2024-03-18,41757.0,41818.0,41665.0,41697.0
2024-03-19,41735.0,42051.0,41662.0,42033.0
2024-03-20,41942.0,42510.0,41912.0,42459.0
2024-03-21,42580.0,42859.0,42532.0,42742.0
2024-03-22,42740.0,42774.0,42331.0,42383.0
2024-03-25,42308.0,42333.0,42184.0,42203.0
2024-03-26,42272.0,42334.0,42158.0,42183.0
2024-03-27,42390.0,42715.0,42337.0,42676.0
2024-03-28,42729.0,42778.0,42627.0,42710.0
2024-04-01,42687.0,42710.0,42213.0,42410.0
2024-04-02,42044.0,42058.0,41851.0,42000.0
2024-04-03,41998.0,42134.0,41827.0,41972.0
2024-04-04,42241.0,42267.0,41328.0,41370.0
2024-04-05,41401.0,41852.0,41372.0,41697.0
2024-04-08,41694.0,41813.0,41635.0,41693.0
2024-04-09,41752.0,41786.0,41325.0,41668.0
2024-04-10,41237.0,41343.0,41024.0,41201.0
2024-04-11,41268.0,41332.0,40898.0,41175.0
2024-04-12,40929.0,40988.0,40537.0,40650.0
2024-04-15,41021.0,41074.0,40302.0,40389.0
2024-04-16,40634.0,40653.0,40340.0,40446.0
2024-04-17,40569.0,40670.0,40229.0,40386.0
2024-04-18,40531.0,40734.0,40290.0,40404.0
2024-04-19,40493.0,40762.0,40421.0,40618.0
2024-04-22,40822.0,41122.0,40618.0,40894.0
2024-04-23,41033.0,41235.0,40945.0,41168.0
2024-04-24,41155.0,41215.0,40950.0,41120.0
2024-04-25,40589.0,40830.0,40337.0,40703.0
2024-04-26,40684.0,40965.0,40655.0,40866.0
2024-04-29,40924.0,41027.0,40813.0,40991.0
2024-04-30,40853.0,40881.0,40317.0,40389.0
2024-05-01,40398.0,40957.0,40364.0,40470.0
2024-05-02,40681.0,41080.0,40436.0,40803.0
2024-05-03,41326.0,41415.0,41099.0,41281.0
2024-05-06,41446.0,41490.0,41283.0,41457.0
2024-05-07,41527.0,41595.0,41436.0,41488.0
2024-05-08,41432.0,41711.0,41416.0,41667.0
2024-05-09,41599.0,42089.0,41594.0,42030.0
2024-05-10,42152.0,42223.0,42024.0,42142.0
2024-05-13,42261.0,42290.0,42012.0,42054.0
