date,open,high,low,close
2000-09-21,99.65625,99.95313262939453,99.625,99.95313262939453
2000-09-22,99.85938262939453,99.875,99.82813262939453,99.82813262939453
2000-09-25,99.9375,99.96875,99.9375,99.9375
2000-09-26,100.1718978881836,100.2343978881836,100.1406021118164,100.1875
2000-09-27,100.1093978881836,100.1406021118164,100.09380340576172,100.125
2000-09-28,100.1406021118164,100.21880340576172,100.09380340576172,100.2031021118164
2000-09-29,100.2656021118164,100.2656021118164,100.2031021118164,100.21880340576172
2000-10-02,100.1875,100.2031021118164,100.1718978881836,100.2031021118164
2000-10-03,99.9375,100.0625,99.90625,99.9375
2000-10-04,99.75,99.79688262939453,99.75,99.79688262939453
2000-10-05,99.98438262939453,100.0156021118164,99.96875,100.0156021118164
2000-10-06,100.5156021118164,100.53130340576172,100.4218978881836,100.4531021118164
2000-10-09,100.5156021118164,100.53130340576172,100.4218978881836,100.2343978881836
2000-10-10,100.4375,100.5781021118164,100.3906021118164,100.5625
2000-10-11,100.6406021118164,100.6718978881836,100.5781021118164,100.59380340576172
2000-10-12,100.53130340576172,101.15630340576172,100.3906021118164,101.0156021118164
2000-10-13,101.0,101.2031021118164,100.78130340576172,100.90630340576172
2000-10-16,100.78130340576172,100.9218978881836,100.65630340576172,100.84380340576172
2000-10-17,100.8593978881836,101.3281021118164,100.71880340576172,101.25
2000-10-18,101.34380340576172,102.0625,101.1093978881836,101.25
2000-10-19,101.21880340576172,101.5625,101.0,101.375
2000-10-20,101.2968978881836,101.625,101.2656021118164,101.5468978881836
2000-10-23,101.5625,101.90630340576172,101.5468978881836,101.8593978881836
2000-10-24,101.8281021118164,101.8906021118164,101.3906021118164,101.65630340576172
2000-10-25,101.6875,101.8906021118164,101.1875,101.2968978881836
2000-10-26,101.2968978881836,101.6406021118164,101.1093978881836,101.2656021118164
2000-10-27,101.25,101.4375,100.8906021118164,101.0
2000-10-30,100.9375,101.25,100.8281021118164,100.90630340576172
2000-10-31,100.9375,101.1875,100.6718978881836,100.7031021118164
2000-11-01,100.7343978881836,100.9375,100.7031021118164,100.875
2000-11-02,100.84380340576172,101.03130340576172,100.84380340576172,101.0
2000-11-03,101.0,101.125,100.3593978881836,100.3906021118164
2000-11-06,100.3593978881836,100.5,100.0468978881836,100.1406021118164
2000-11-07,100.15630340576172,100.3281021118164,99.98438262939453,100.15630340576172
2000-11-08,100.375,100.7343978881836,99.84375,100.2968978881836
2000-11-09,100.3125,100.875,100.28130340576172,100.5625
2000-11-10,100.5625,100.8125,100.5156021118164,100.78130340576172
2000-11-13,100.90630340576172,101.09380340576172,100.8281021118164,100.9218978881836
2000-11-14,100.875,101.0468978881836,100.6406021118164,101.0
2000-11-15,100.9843978881836,101.2968978881836,100.9218978881836,101.2343978881836
2000-11-16,101.2343978881836,101.5,101.2343978881836,101.5
2000-11-17,101.46880340576172,101.5468978881836,101.2343978881836,101.28130340576172
2000-11-20,101.2968978881836,101.5468978881836,101.28130340576172,101.46880340576172
2000-11-21,101.46880340576172,101.5781021118164,101.3281021118164,101.5781021118164
2000-11-22,101.5625,101.9218978881836,101.46880340576172,101.8593978881836
2000-11-24,101.6875,101.75,101.5781021118164,101.65630340576172
2000-11-27,101.53130340576172,101.7031021118164,101.4375,101.7031021118164
2000-11-28,101.6718978881836,102.0625,101.625,102.0
2000-11-29,102.0156021118164,102.4531021118164,101.90630340576172,102.4218978881836
2000-11-30,102.40630340576172,102.9843978881836,102.375,102.7031021118164
2000-12-01,102.6718978881836,102.8125,102.4375,102.4375
2000-12-04,102.4843978881836,102.78130340576172,102.2656021118164,102.4375
2000-12-05,102.3593978881836,103.03130340576172,102.3281021118164,103.03130340576172
2000-12-06,102.96880340576172,103.7031021118164,102.9218978881836,103.6718978881836
2000-12-07,103.5156021118164,103.6718978881836,103.2031021118164,103.53130340576172
2000-12-08,103.53130340576172,103.6093978881836,103.125,103.3593978881836
2000-12-11,103.1875,103.25,103.03130340576172,103.2031021118164
2000-12-12,103.09380340576172,103.3125,102.9843978881836,103.3125
2000-12-13,103.25,103.8125,103.125,103.4531021118164
2000-12-14,104.0,104.25,103.96880340576172,104.21880340576172
2000-12-15,104.1718978881836,104.3281021118164,103.96880340576172,104.09380340576172
2000-12-18,104.625,104.6406021118164,104.40630340576172,104.5
2000-12-19,104.1875,104.1875,104.125,104.125
2000-12-20,104.53130340576172,105.34380340576172,104.53130340576172,105.2968978881836
2000-12-21,105.25,105.5156021118164,104.875,105.3125
2000-12-22,105.3125,105.5625,105.0625,105.34380340576172
2000-12-26,105.375,105.4843978881836,105.09380340576172,105.2656021118164
2000-12-27,105.28130340576172,105.3281021118164,104.75,104.7968978881836
2000-12-28,104.7968978881836,104.9218978881836,104.4843978881836,104.6875
2000-12-29,104.71880340576172,105.0468978881836,104.65630340576172,104.8906021118164
2001-01-02,104.8593978881836,106.2656021118164,104.84380340576172,106.1875
2001-01-03,106.1718978881836,106.5,104.5468978881836,104.6093978881836
2001-01-04,104.65630340576172,105.5625,104.625,105.4218978881836
2001-01-05,105.53130340576172,106.28130340576172,105.25,106.2031021118164
2001-01-08,106.0781021118164,106.4843978881836,105.75,106.1406021118164
2001-01-09,106.09380340576172,106.1093978881836,105.6093978881836,105.90630340576172
2001-01-10,105.9375,106.03130340576172,105.21880340576172,105.28130340576172
2001-01-11,105.375,105.625,104.875,105.21880340576172
2001-01-12,105.21880340576172,105.2343978881836,104.21880340576172,104.3593978881836
2001-01-16,104.46880340576172,104.8281021118164,104.34380340576172,104.53130340576172
2001-01-17,104.46880340576172,105.3125,104.15630340576172,105.0156021118164
2001-01-18,105.09380340576172,105.59380340576172,104.8593978881836,105.40630340576172
2001-01-19,105.3593978881836,105.5468978881836,104.8906021118164,105.03130340576172
2001-01-22,105.0625,105.0781021118164,104.6093978881836,104.6875
2001-01-23,104.6875,105.0468978881836,104.25,104.2656021118164
2001-01-24,104.2656021118164,104.53130340576172,104.0468978881836,104.15630340576172
2001-01-25,104.1875,104.5625,103.6406021118164,104.5468978881836
2001-01-26,104.625,104.78130340576172,104.1875,104.375
2001-01-29,104.25,104.625,104.1875,104.2031021118164
2001-01-30,104.2343978881836,105.0,104.2343978881836,104.75
2001-01-31,104.90630340576172,105.5156021118164,104.8125,105.4843978881836
2001-02-01,105.46880340576172,105.96880340576172,105.40630340576172,105.6406021118164
2001-02-02,105.65630340576172,105.8125,105.1406021118164,105.2343978881836
2001-02-05,105.2968978881836,105.5,105.125,105.1875
2001-02-06,105.2343978881836,105.375,104.8906021118164,105.1093978881836
2001-02-07,105.0468978881836,105.3281021118164,104.96880340576172,104.96880340576172
2001-02-08,105.0468978881836,105.21880340576172,104.7343978881836,105.1406021118164
