<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.05.10	00:00:00	2.08989	2.10951	2.08026	2.08695	51124	0	0
2016.05.11	00:00:00	2.08596	2.12137	2.08298	2.08658	43640	0	0
2016.05.12	00:00:00	2.08636	2.12794	2.04873	2.06331	64968	0	0
2016.05.13	00:00:00	2.06431	2.07778	2.05283	2.06791	60828	0	0
2016.05.16	00:00:00	2.06119	2.09662	2.05313	2.08122	46135	0	0
2016.05.17	00:00:00	2.07924	2.10219	2.05940	2.07985	42262	0	0
2016.05.18	00:00:00	2.07886	2.08734	2.03850	2.05359	54285	0	0
2016.05.19	00:00:00	2.05260	2.06115	2.02916	2.05570	49891	0	0
2016.05.20	00:00:00	2.05471	2.07668	2.04237	2.04537	39645	0	0
2016.05.23	00:00:00	2.04523	2.05516	2.03458	2.04623	42539	0	0
2016.05.24	00:00:00	2.04175	2.08105	2.04030	2.05830	44235	0	0
2016.05.25	00:00:00	2.05670	2.10023	2.05632	2.09479	37745	0	0
2016.05.26	00:00:00	2.09380	2.11679	2.08873	2.08894	39773	0	0
2016.05.27	00:00:00	2.08956	2.12140	2.08235	2.10301	37426	0	0
2016.05.30	00:00:00	2.10338	2.10649	2.08339	2.08792	14758	0	0
2016.05.31	00:00:00	2.09005	2.10792	2.06762	2.07710	32746	0	0
2016.06.01	00:00:00	2.07790	2.08161	2.04418	2.06427	46044	0	0
2016.06.02	00:00:00	2.06327	2.07034	2.05078	2.05990	37303	0	0
2016.06.03	00:00:00	2.05891	2.12727	2.05792	2.11087	49225	0	0
2016.06.06	00:00:00	2.11173	2.13759	2.10563	2.11074	39772	0	0
2016.06.07	00:00:00	2.11136	2.11774	2.03833	2.04606	41004	0	0
2016.06.08	00:00:00	2.04507	2.07506	2.04458	2.05715	32509	0	0
2016.06.09	00:00:00	2.05795	2.07914	2.00651	2.03334	31645	0	0
2016.06.10	00:00:00	2.03274	2.03933	2.01135	2.02149	24630	0	0
2016.06.13	00:00:00	2.02435	2.05972	2.01516	2.04579	40593	0	0
2016.06.14	00:00:00	2.04680	2.05280	2.02582	2.03793	32090	0	0
2016.06.15	00:00:00	2.03744	2.11282	2.03246	2.08444	50412	0	0
2016.06.16	00:00:00	2.08444	2.08745	2.03004	2.04616	40428	0	0
2016.06.17	00:00:00	2.04766	2.06815	2.04011	2.04727	33590	0	0
2016.06.20	00:00:00	2.04702	2.09401	2.04653	2.08306	30972	0	0
2016.06.21	00:00:00	2.08386	2.12558	2.06605	2.12011	39885	0	0
2016.06.22	00:00:00	2.12111	2.13965	2.10106	2.12921	37958	0	0
2016.06.23	00:00:00	2.13321	2.16477	2.12026	2.15878	44368	0	0
2016.06.24	00:00:00	2.15906	2.17038	2.06090	2.11051	69846	0	0
2016.06.27	00:00:00	2.10976	2.13477	2.09506	2.12211	26361	0	0
2016.06.28	00:00:00	2.12411	2.17908	2.11440	2.17190	34660	0	0
2016.06.29	00:00:00	2.17340	2.18951	2.15333	2.18851	29571	0	0
2016.06.30	00:00:00	2.18652	2.19906	2.16699	2.19457	38520	0	0
2016.07.01	00:00:00	2.19379	2.23056	2.15806	2.21560	44492	0	0
2016.07.04	00:00:00	2.22300	2.24145	2.20077	2.21380	48573	0	0
2016.07.05	00:00:00	2.20621	2.21293	2.15546	2.17694	52221	0	0
2016.07.06	00:00:00	2.17856	2.18319	2.12695	2.15055	54708	0	0
2016.07.07	00:00:00	2.14794	2.15628	2.11017	2.11618	42405	0	0
2016.07.08	00:00:00	2.11618	2.13641	2.11020	2.11824	40307	0	0
2016.07.11	00:00:00	2.11975	2.16183	2.11588	2.14140	33939	0	0
2016.07.12	00:00:00	2.14140	2.21884	2.13941	2.20737	42961	0	0
2016.07.13	00:00:00	2.20987	2.27091	2.20139	2.23240	64249	0	0
2016.07.14	00:00:00	2.23290	2.25102	2.22179	2.23347	42031	0	0
2016.07.15	00:00:00	2.23297	2.26547	2.22488	2.22954	42581	0	0
2016.07.18	00:00:00	2.20733	2.23973	2.19677	2.23774	47252	0	0
2016.07.19	00:00:00	2.23636	2.26076	2.21729	2.25229	42055	0	0
2016.07.20	00:00:00	2.25118	2.26229	2.21477	2.23987	37842	0	0
2016.07.21	00:00:00	2.24038	2.26689	2.23988	2.25443	36805	0	0
2016.07.22	00:00:00	2.25554	2.26546	2.22131	2.23052	32500	0	0
2016.07.25	00:00:00	2.23078	2.24066	2.20188	2.22074	30646	0	0
2016.07.26	00:00:00	2.22013	2.22679	2.19430	2.21731	31282	0	0
2016.07.27	00:00:00	2.21682	2.22832	2.17630	2.18691	38788	0	0
2016.07.28	00:00:00	2.18331	2.21943	2.18292	2.20996	29049	0	0
2016.07.29	00:00:00	2.20846	2.23406	2.18402	2.22310	32475	0	0
2016.08.01	00:00:00	2.22309	2.24248	2.18141	2.19040	30103	0	0
2016.08.02	00:00:00	2.18779	2.24035	2.18729	2.20195	34946	0	0
2016.08.03	00:00:00	2.20245	2.20945	2.16757	2.19504	35572	0	0
2016.08.04	00:00:00	2.19454	2.19954	2.15105	2.16866	37788	0	0
2016.08.05	00:00:00	2.17053	2.17718	2.14615	2.15476	30334	0	0
2016.08.08	00:00:00	2.15380	2.17642	2.14943	2.15598	24396	0	0
2016.08.09	00:00:00	2.15748	2.15999	2.13593	2.14757	26364	0	0
2016.08.10	00:00:00	2.14408	2.20053	2.14108	2.16961	38738	0	0
2016.08.11	00:00:00	2.16850	2.18913	2.16453	2.18366	23251	0	0
2016.08.12	00:00:00	2.18117	2.19039	2.13170	2.13220	32915	0	0
2016.08.15	00:00:00	2.13526	2.15199	2.12947	2.14601	28748	0	0
2016.08.16	00:00:00	2.14552	2.17451	2.13993	2.16656	31821	0	0
2016.08.17	00:00:00	2.16806	2.17106	2.14251	2.15365	27465	0	0
2016.08.18	00:00:00	2.15265	2.18564	2.15216	2.16421	32068	0	0
2016.08.19	00:00:00	2.16101	2.17123	2.15426	2.16778	28883	0	0
2016.08.22	00:00:00	2.16572	2.17105	2.12353	2.13854	32452	0	0
2016.08.23	00:00:00	2.13754	2.14506	2.10714	2.11015	28493	0	0
2016.08.24	00:00:00	2.11253	2.11765	2.07264	2.07526	30347	0	0
2016.08.25	00:00:00	2.07447	2.08828	2.07168	2.07333	22593	0	0
2016.08.26	00:00:00	2.07384	2.09686	2.06740	2.07540	27755	0	0
2016.08.29	00:00:00	2.06955	2.08306	2.06944	2.07961	7009	0	0
2016.08.30	00:00:00	2.07823	2.08662	2.06057	2.06620	17636	0	0
2016.08.31	00:00:00	2.06620	2.08021	2.06378	2.06730	13439	0	0
2016.09.01	00:00:00	2.06880	2.08579	2.06390	2.07040	14067	0	0
2016.09.02	00:00:00	2.07065	2.08293	2.06525	2.06851	18647	0	0
2016.09.05	00:00:00	2.06623	2.07971	2.06399	2.07279	21770	0	0
2016.09.06	00:00:00	2.06983	2.08933	2.06923	2.08489	26502	0	0
2016.09.07	00:00:00	2.08439	2.10300	2.07898	2.08848	24669	0	0
2016.09.08	00:00:00	2.08638	2.09749	2.07586	2.09158	25376	0	0
2016.09.09	00:00:00	2.09047	2.09708	2.07805	2.08171	26051	0	0
